node_id,ipa_result,mc_10k,abs_error_10k,mc_100k,abs_error_100k,mc_1m,abs_error_1m
759,0.714860845,0.7146,0.000260845,0.715023,0.000162155,0.714778,
760,0.521134823,0.52,0.001134823,0.52019,0.000944823,0.520639,
761,0.671461162,0.675,0.003538838,0.671731,0.000269838,0.671237,
762,0.568215014,0.5615,0.006715014,0.567723,0.000492014,0.566984,
763,0.54134026,0.5391,0.00224026,0.541275,6.53E-05,0.541052,
764,0.664132086,0.6611,0.003032086,0.663758,0.000374086,0.664218,
765,0.61114768,0.6095,0.00164768,0.611221,7.33E-05,0.610872,
766,0.551011875,0.5438,0.007211875,0.551378,0.000366125,0.5509,
767,0.668250294,0.6704,0.002149706,0.668738,0.000487706,0.668099,
768,0.574522888,0.574,0.000522888,0.574259,0.000263888,0.574084,
769,0.631809555,0.63,0.001809555,0.631902,9.24E-05,0.631527,
770,0.568746935,0.5633,0.005446935,0.569143,0.000396065,0.56836,
771,0.000959858,0.0007,0.000259858,0.000952,7.86E-06,0.000916,
772,0.001149682,0.0014,0.000250318,0.001192,4.23E-05,0.00112,
773,0.712196313,0.7061,0.006096313,0.711987,0.000209313,0.712517,
774,0.662962537,0.6519,0.011062537,0.663188,0.000225463,0.662984,
775,0.782073819,0.7776,0.004473819,0.781896,0.000177819,0.782229,
776,0.730854569,0.7307,0.000154569,0.730214,0.000640569,0.730707,
777,0.71017862,0.7087,0.00147862,0.710086,9.26E-05,0.710222,
778,0.709893899,0.7054,0.004493899,0.709213,0.000680899,0.709495,
779,0.646527676,0.6384,0.008127676,0.646318,0.000209676,0.645998,
780,0.673805942,0.6696,0.004205942,0.673718,8.79E-05,0.673833,
781,0.656272526,0.657,0.000727474,0.655975,0.000297526,0.655357,
782,0.680800094,0.6758,0.005000094,0.680347,0.000453094,0.680826,
